Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sentiment_score_mean,positive_count,neutral_count,negative_count
2025-06-03,201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003903,46381600,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-04,202.6799822074808,206.00620910456837,201.8709028727957,202.590087890625,43604000,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-05,203.26931435006065,204.5178973620389,199.92310578136212,200.40257263183597,55126100,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06,202.76987228695745,205.4668084267123,201.82095228760733,203.68882751464844,46607700,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-09,204.15830357568728,205.76647909477697,199.79326227022588,201.2216339111328,72862600,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-10,200.3726011094186,204.11835001917973,200.34263633745985,202.44024658203125,54672600,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11,203.26930749599725,204.2681738718989,198.18508130061548,198.55465698242188,60989900,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-12,198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,43904600,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-13,199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,51447300,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,197.07634287373045,198.46476655376847,196.33717625414863,198.195068359375,43020700,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,196.9764419642561,198.16509536417732,194.98870767431248,195.418212890625,38856200,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,45394700,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,198.01527480684123,201.4713439140944,196.6368343380514,200.7721405029297,96813500,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,201.40143343464243,202.07067208145293,198.7344620242812,201.2715759277344,55814300,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,54064000,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,201.2216365357081,203.43912119943792,200.3925755811161,201.33151245117188,39525700,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,50799100,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,201.66113009938155,202.98962419564967,199.7732732765776,200.85205078125,73188600,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,201.7809871041056,207.15489297707504,199.0341046248948,204.9374084472656,91912800,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,206.4357061767528,209.95171998702364,205.90630823197935,207.58441162109372,78788900,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,208.6731759252599,213.09814660534315,207.9040445567577,212.1991729736328,67941800,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,211.90950026104147,214.4066662563,211.56988934364432,213.30792236328125,34955800,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-07,212.43889126622693,215.9848699115094,208.563300132892,209.7119903564453,50229000,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-08,209.86183643928916,211.1903153368944,208.213697736729,209.7719268798828,42848900,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-09,209.2924745188519,211.09043707809712,206.98509558510867,210.9006500244141,48749400,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-10,210.27134950514616,213.237983779078,209.7918979255535,212.1692047119141,44443600,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-11,210.33129628612957,211.88952536572023,209.6220944658076,210.92062377929688,39765800,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-14,209.69201166358403,210.670911689046,207.3047216270235,208.3834991455078,38840100,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-15,208.9828312368767,211.64980271899068,208.6831682659836,208.8729553222656,42296300,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-16,210.06160887608692,212.1592191902425,208.40348697906975,209.92176818847656,47490500,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-17,210.3313009439948,211.5599023237274,209.35240091776063,209.78192138671875,48068100,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-18,210.63095139102305,211.54990664350103,209.46227954032304,210.9405975341797,48974600,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-21,211.8595616297783,215.53538252867688,211.39009321998003,212.23912048339844,51377400,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-22,212.89838571641525,214.7063314773177,211.9894136266437,214.15695190429688,46404100,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-23,214.75626907170556,214.90609293027535,212.1692088371252,213.9072265625,46989300,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-24,213.65751035981805,215.44548969662856,213.28793468034505,213.5176696777344,46022600,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-25,214.45660521718813,214.9960015887686,213.15807589620647,213.63754272460935,40268800,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28,213.78737619229815,214.6064539631857,212.81847455673216,213.80735778808597,37858000,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-29,213.93719187335407,214.5664825639156,210.58101550100253,211.03050231933597,51411700,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-30,211.65977882345743,212.14922883427735,207.48452469073797,208.81301879882807,45512500,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-31,208.25365677749065,209.60211724381097,206.92516266487007,207.33470153808597,80698400,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,210.63095505795985,213.33788973606852,201.27158167093611,202.1505889892578,104434500,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-04,204.27816503495924,207.64435521756303,201.4513712516652,203.11949157714844,75109300,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-05,203.1694082424696,205.1072113881769,201.93082373064988,202.68995666503903,44155100,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-06,205.39689808550256,215.1358452662651,205.3569348951669,213.0082550048828,108483100,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-07,218.63187314031333,220.5996410833085,216.33447747046455,219.7805633544922,90224800,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-08,220.57966572513484,230.73813503605493,219.00145500716468,229.0900115966797,113854000,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-11,227.9199981689453,229.55999755859372,224.75999450683597,227.17999267578125,61806100,0.26,0.0,0.0,0.0,0.0,0.0
2025-08-12,228.00999450683597,230.8000030517578,227.07000732421875,229.6499938964844,55626200,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-13,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-14,234.05999755859372,235.1199951171875,230.8500061035156,232.77999877929688,51916300,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-15,234.0,234.27999877929688,229.33999633789065,231.58999633789065,56038700,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-18,231.6999969482422,233.1199951171875,230.1100006103516,230.88999938964844,37476200,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-19,231.27999877929688,232.8699951171875,229.3500061035156,230.55999755859372,39402600,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-20,229.97999572753903,230.47000122070312,225.7700042724609,226.00999450683597,42263900,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21,226.2700042724609,226.5200042724609,223.77999877929688,224.8999938964844,30621200,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-22,226.1699981689453,229.08999633789065,225.41000366210935,227.75999450683597,42477800,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-25,226.47999572753903,229.3000030517578,226.22999572753903,227.16000366210935,30983100,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-26,226.8699951171875,229.4900054931641,224.69000244140625,229.30999755859372,54575100,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-27,228.6100006103516,230.8999938964844,228.25999450683597,230.4900054931641,31259500,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-28,230.82000732421875,233.41000366210935,229.33999633789065,232.55999755859372,38074700,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-29,232.50999450683597,233.3800048828125,231.3699951171875,232.13999938964844,39418400,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-02,229.25,230.8500061035156,226.97000122070312,229.72000122070312,44075600,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03,237.2100067138672,238.8500061035156,234.3600006103516,238.47000122070312,66427800,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-04,238.4499969482422,239.8999938964844,236.7400054931641,239.77999877929688,47549400,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-05,240.0,241.32000732421875,238.4900054931641,239.69000244140625,54870400,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-08,239.3000030517578,240.1499938964844,236.33999633789065,237.8800048828125,48999500,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-09,237.0,238.77999877929688,233.3600006103516,234.3500061035156,66313900,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-10,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-11,226.8800048828125,230.4499969482422,226.6499938964844,230.02999877929688,50208600,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-12,229.22000122070312,234.50999450683597,229.0200042724609,234.07000732421875,55824200,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-15,237.0,238.19000244140625,235.02999877929688,236.6999969482422,42699500,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-16,237.17999267578125,241.22000122070312,236.32000732421875,238.1499938964844,63421100,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-17,238.97000122070312,240.1000061035156,237.72999572753903,238.9900054931641,46508000,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-18,239.97000122070312,241.1999969482422,236.6499938964844,237.8800048828125,44249600,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-19,241.22999572753903,246.3000030517578,240.2100067138672,245.5,163741300,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-22,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,105517400,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-23,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-24,255.22000122070312,255.7400054931641,251.0399932861328,252.30999755859372,42303700,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-25,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-26,254.1000061035156,257.6000061035156,253.77999877929688,255.4600067138672,46076300,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-29,254.55999755859372,255.0,253.00999450683597,254.42999267578125,40127700,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-30,254.8600006103516,255.9199981689453,253.1100006103516,254.6300048828125,37704300,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,48713900,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02,256.5799865722656,258.17999267578125,254.1499938964844,257.1300048828125,42630200,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,49155600,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-06,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,44664100,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-07,256.8099975585937,257.3999938964844,255.42999267578125,256.4800109863281,31955800,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-08,256.5199890136719,258.5199890136719,256.1099853515625,258.0599975585937,36496900,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-09,257.8099975585937,258.0,253.13999938964844,254.0399932861328,38322000,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-10,254.94000244140625,256.3800048828125,244.0,245.2700042724609,61999100,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-13,249.3800048828125,249.69000244140625,245.55999755859372,247.66000366210935,38142900,0.0,0.0,0.9363268595380881,0.0,0.0,0.0
2025-10-14,246.6150054931641,248.84500122070312,244.6999969482422,247.7700042724609,35410253,0.0,0.0,0.0,0.0,0.0,0.0
